// NBA 2K27 career-mode progression tuning - named key/value export.
//
// Dataset : nba2k27-builder-dataset
// Game    : NBA 2K27 (NBA 2K HQ, com.VisualConcepts.MyNBASherpa)
// Tuning  : live_version 993560759169487438, api_version 202750199
// Captured: 2026-08-22
//
// This is the ONLY artifact in the dataset that names the builder's tuning
// values. The binary blob the app ships (tuning/progression_tuning.zlib) is
// keyless - it addresses values by offset and contains no field names at all.
//
// Format: one `key,value` pair per line. `//` marks a comment. The leading
// DataPath line is the export header, not data.
//
// Key families that drive the builder are documented in the dataset README.
// Everything below this banner is the export exactly as shipped.
//
DataPath|FranchiseTuning_PostRelease.CareerMode.Progression.Attributes.,NewValue
AssociatedAttributeConstraints[Speed][HEIGHT_08][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_08][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_08][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_08][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_08][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_08][2].MaxDelta,5
AssociatedAttributeConstraints[Speed][HEIGHT_08][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_08][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_09][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_09][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_09][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_09][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_09][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_09][2].MaxDelta,5
AssociatedAttributeConstraints[Speed][HEIGHT_09][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_09][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_10][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_10][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_10][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_10][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_10][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_10][2].MaxDelta,5
AssociatedAttributeConstraints[Speed][HEIGHT_10][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_10][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_11][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_11][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_11][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_11][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_11][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_11][2].MaxDelta,10
AssociatedAttributeConstraints[Speed][HEIGHT_11][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_11][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_12][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_12][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_12][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_12][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_12][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_12][2].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_12][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_12][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_13][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_13][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_13][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_13][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_13][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_13][2].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_13][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_13][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_14][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_14][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_14][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_14][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_14][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_14][2].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_14][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_14][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_15][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_15][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_15][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_15][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_15][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_15][2].MaxDelta,25
AssociatedAttributeConstraints[Speed][HEIGHT_15][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_15][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_16][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_16][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_16][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_16][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_16][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_16][2].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_16][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_16][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_17][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_17][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_17][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_17][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_17][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_17][2].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_17][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_17][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_18][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_18][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_18][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_18][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_18][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_18][2].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_18][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_18][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_19][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_19][0].MaxDelta,15
AssociatedAttributeConstraints[Speed][HEIGHT_19][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_19][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_19][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_19][2].MaxDelta,40
AssociatedAttributeConstraints[Speed][HEIGHT_19][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_19][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_20][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_20][0].MaxDelta,20
AssociatedAttributeConstraints[Speed][HEIGHT_20][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_20][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_20][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_20][2].MaxDelta,40
AssociatedAttributeConstraints[Speed][HEIGHT_20][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_20][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_21][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_21][0].MaxDelta,20
AssociatedAttributeConstraints[Speed][HEIGHT_21][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_21][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_21][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_21][2].MaxDelta,40
AssociatedAttributeConstraints[Speed][HEIGHT_21][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_21][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_22][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_22][0].MaxDelta,20
AssociatedAttributeConstraints[Speed][HEIGHT_22][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_22][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_22][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_22][2].MaxDelta,40
AssociatedAttributeConstraints[Speed][HEIGHT_22][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_22][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_23][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_23][0].MaxDelta,20
AssociatedAttributeConstraints[Speed][HEIGHT_23][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_23][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_23][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_23][2].MaxDelta,40
AssociatedAttributeConstraints[Speed][HEIGHT_23][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_23][3].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_24][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Speed][HEIGHT_24][0].MaxDelta,20
AssociatedAttributeConstraints[Speed][HEIGHT_24][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Speed][HEIGHT_24][1].MaxDelta,30
AssociatedAttributeConstraints[Speed][HEIGHT_24][2].AssociatedAttribute,SpeedWithBall
AssociatedAttributeConstraints[Speed][HEIGHT_24][2].MaxDelta,40
AssociatedAttributeConstraints[Speed][HEIGHT_24][3].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Speed][HEIGHT_24][3].MaxDelta,30
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_05][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_05][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_05][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_05][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_05][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_05][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_06][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_06][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_06][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_06][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_06][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_06][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_07][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_07][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_07][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_07][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_07][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_07][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_08][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_08][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_08][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_08][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_08][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_08][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_09][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_09][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_09][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_09][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_09][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_09][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_10][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_10][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_10][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_10][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_10][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_10][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_11][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_11][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_11][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_11][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_11][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_11][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_12][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_12][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_12][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_12][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_12][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_12][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_13][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_13][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_13][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_13][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_13][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_13][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_14][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_14][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_14][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_14][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_14][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_14][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_15][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_15][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_15][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_15][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_15][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_15][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_16][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_16][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_16][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_16][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_16][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_16][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_17][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_17][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_17][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_17][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_17][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_17][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_18][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_18][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_18][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_18][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_18][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_18][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_19][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_19][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_19][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_19][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_19][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_19][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_20][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_20][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_20][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_20][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_20][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_20][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_21][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_21][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_21][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_21][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_21][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_21][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_22][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_22][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_22][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_22][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_22][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_22][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_23][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_23][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_23][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_23][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_23][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_23][2].MaxDelta,15
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_24][0].AssociatedAttribute,Speed
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_24][0].MaxDelta,0
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_24][1].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_24][1].MaxDelta,5
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_24][2].AssociatedAttribute,Agility
AssociatedAttributeConstraints[SpeedWithBall][HEIGHT_24][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_05][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_05][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_05][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_05][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_05][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_05][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_06][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_06][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_06][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_06][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_06][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_06][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_07][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_07][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_07][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_07][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_07][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_07][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_08][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_08][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_08][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_08][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_08][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_08][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_09][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_09][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_09][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_09][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_09][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_09][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_10][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_10][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_10][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_10][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_10][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_10][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_11][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_11][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_11][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_11][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_11][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_11][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_12][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_12][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_12][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_12][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_12][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_12][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_13][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_13][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_13][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_13][1].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_13][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_13][2].MaxDelta,5
AssociatedAttributeConstraints[StandingDunk][HEIGHT_14][0].AssociatedAttribute,Vertical
